employee_id,first_name,last_name,gender,age,department_id,job_title,employment_type,experience_years,joining_date,salary,bonus,manager_id,location,country,performance,training_hours,manager_rating,project_count,certification_count,status,readiness_score,leadership_score,technical_score,business_score,skill_gap_score,promotion_probability,attrition_probability,engagement_score,promotion_target,attrition_target,learning_priority
EMP05005,Hector,Mcdaniel,Female,35,D009,"Engineer, mining",Full-Time,16.9,2022-07-14,119243.83,16567.16,EMP04995,New Gabriel,Australia,2.8,89,1.6,7,2,Exited,77.36,75.75,60.76,68.51,21.92,76.56,80.11,2.8,1,1,Medium
EMP05006,Levi,Jones,Prefer not to say,34,D006,"Surveyor, planning and development",Full-Time,13.3,2022-09-24,132824.54,10233.75,EMP04996,East Jerryport,Lesotho,2.4,31,2.6,14,2,Active,54.39,47.12,92.92,55.73,50.37,50.76,36.04,3.4,0,0,Low
EMP05007,Billy,Schneider,Male,46,D006,"Engineer, water",Full-Time,21.4,2018-12-17,107544.99,15450.23,EMP04997,South Charlesfurt,Afghanistan,4.0,50,4.6,3,2,Active,100.0,86.19,44.3,74.86,0.52,93.1,7.35,3.3,1,0,Medium
EMP05008,Stephanie,Gray,Male,30,D011,Operations geologist,Full-Time,7.4,2021-08-09,72944.15,7148.88,EMP04998,Richardstad,Turkey,5.0,17,4.8,10,2,Active,67.19,72.97,78.8,48.07,32.53,70.08,17.44,4.5,0,0,Medium
EMP05009,Kimberly,Wilson,Female,34,D018,"Horticulturist, commercial",Full-Time,15.1,2024-06-03,121089.38,2371.71,EMP04999,Chapmanberg,Armenia,3.5,119,3.0,14,4,Active,86.66,77.37,74.33,87.79,12.5,82.02,18.43,3.5,1,0,Low
EMP05010,Matthew,Johnson,Male,34,D010,"Radiographer, therapeutic",Full-Time,19.3,2019-01-16,129201.33,1965.3,EMP05000,Kingstad,Nigeria,4.1,24,4.4,3,4,Active,90.61,91.37,78.55,70.08,11.46,90.99,11.65,4.9,1,0,High
EMP05011,Phillip,Peterson,Male,29,D018,Counselling psychologist,Full-Time,9.1,2025-12-21,100606.02,9928.49,EMP05001,West Jenniferchester,Kenya,2.6,35,2.6,11,1,Active,50.75,58.13,52.94,51.06,54.71,54.44,39.3,4.1,0,0,High
EMP05012,Amanda,Glenn,Male,35,D008,"Development worker, international aid",Full-Time,12.6,2023-10-03,145514.58,17665.78,EMP05002,Elizabethburgh,Venezuela,4.4,50,4.4,12,3,Active,76.63,72.17,83.7,50.67,21.53,74.4,38.15,3.5,0,0,Low
EMP05013,Jennifer,Jones,Female,45,D015,Industrial buyer,Full-Time,18.0,2020-09-18,130694.85,9235.85,EMP05003,Millerchester,France,4.3,91,4.8,14,0,Active,100.0,95.55,81.87,58.72,0.0,97.77,12.49,3.1,1,0,Low
EMP05014,Robin,Black,Male,29,D020,Medical laboratory scientific officer,Full-Time,7.7,2020-03-05,64150.21,668.75,EMP05004,East Joshuabury,Bahamas,2.5,66,2.9,9,3,Exited,53.16,65.62,52.5,76.0,38.7,59.39,93.12,1.0,0,1,Medium
EMP05015,Jenny,Coleman,Female,27,D015,"Journalist, magazine",Full-Time,9.0,2020-05-30,86178.5,13879.2,EMP05005,East Kathyside,Lao People's Democratic Republic,3.5,3,3.7,6,0,Exited,54.2,51.02,80.52,68.73,44.12,52.61,95.9,1.7,0,1,Medium
EMP05016,Dylan,Cook,Male,44,D004,"Sales professional, IT",Full-Time,19.4,2017-07-17,127315.23,1374.57,EMP05006,East Lukefurt,Turkmenistan,2.7,72,2.8,3,0,Active,75.92,76.01,66.2,64.61,15.49,75.96,33.8,3.4,1,0,Medium
EMP05017,John,Chandler,Female,30,D001,Chief Strategy Officer,Full-Time,11.6,2018-12-08,146937.17,23019.67,EMP05007,North Carol,Ecuador,2.4,33,2.2,7,3,Exited,56.43,29.39,55.6,54.96,35.51,42.91,91.07,1.5,0,1,Medium
EMP05018,John,Sanders,Male,43,D009,Radio producer,Full-Time,18.5,2018-08-02,119251.51,22722.44,EMP05008,Thomaston,Dominican Republic,3.3,118,3.7,13,1,Active,98.35,91.76,86.19,67.48,0.0,95.05,15.4,5.0,1,0,Medium
EMP05019,Jacob,Robertson,Female,35,D010,Arboriculturist,Full-Time,10.3,2019-01-10,91225.71,4361.05,EMP05009,Jessicaton,Montenegro,4.1,97,4.4,6,3,Active,81.07,94.01,57.39,38.28,16.29,87.54,36.36,4.5,1,0,Low
EMP05020,Ashley,Norton,Male,29,D003,"Scientist, research (physical sciences)",Full-Time,6.5,2023-01-05,96678.49,16010.46,EMP05010,Dylanville,Yemen,3.6,85,3.0,11,2,Active,70.71,42.5,70.93,65.4,38.18,56.6,9.92,4.2,0,0,Medium
EMP05021,Shelby,Jones,Female,42,D015,Environmental consultant,Full-Time,16.7,2017-01-14,167436.75,6890.57,EMP05011,Dwaynechester,Libyan Arab Jamahiriya,2.6,47,3.0,14,2,Exited,67.32,75.13,87.27,53.65,44.17,71.23,92.92,1.9,0,1,Medium
EMP05022,Laura,Franco,Female,37,D006,Fashion designer,Full-Time,11.1,2023-10-26,115151.32,19666.78,EMP05012,Nicholaschester,Cuba,3.7,53,3.7,1,2,Active,72.6,66.22,91.55,62.5,27.72,69.41,5.43,4.9,0,0,High
EMP05023,Cory,Davidson,Female,32,D016,Magazine journalist,Full-Time,9.3,2022-11-30,116185.37,223.15,EMP05013,Port Randallview,Greece,3.4,102,4.0,13,1,Active,57.29,80.91,63.76,66.43,48.36,69.1,35.57,4.2,0,0,Medium
EMP05024,Christopher,Gray,Non-Binary,37,D007,Bookseller,Full-Time,12.9,2017-07-06,159817.11,7707.78,EMP05014,Phillipstown,Brazil,3.8,46,3.4,2,1,Exited,70.08,73.82,57.12,58.53,33.33,71.95,86.79,1.8,0,1,Medium
EMP05025,Tiffany,Key,Male,30,D016,Housing manager/officer,Full-Time,9.2,2018-05-24,88853.8,17481.64,EMP05015,South Ethanmouth,Singapore,3.9,55,3.7,10,2,Exited,66.67,70.67,61.14,65.37,26.33,68.67,90.63,2.1,0,1,Medium
EMP05026,David,Montes,Male,30,D005,Educational psychologist,Full-Time,8.5,2026-06-26,62676.59,3171.09,EMP05016,Barrytown,Anguilla,3.3,107,3.1,6,0,Active,70.62,49.28,58.78,64.35,31.41,59.95,26.7,4.8,0,0,High
EMP05027,Stephen,Ray,Male,45,D008,Gaffer,Full-Time,15.5,2017-11-05,135663.61,4374.05,EMP05017,Kimberlyborough,Slovakia (Slovak Republic),4.1,1,4.0,2,3,Active,83.4,84.45,66.99,66.9,20.92,83.93,5.98,4.2,1,0,Low
EMP05028,William,Richardson,Male,29,D006,Glass blower/designer,Full-Time,12.3,2024-09-13,108733.24,21020.16,EMP05018,Port Jefffort,Mozambique,3.0,93,2.8,8,2,Active,68.58,45.3,61.26,68.22,31.32,56.94,27.25,4.8,0,0,Low
EMP05029,Joe,Brown,Non-Binary,44,D003,Video editor,Full-Time,19.1,2019-04-13,131680.07,24819.1,EMP05019,South Justin,Albania,1.0,37,1.0,10,2,Exited,53.92,38.82,41.57,75.14,51.22,46.37,89.28,1.4,0,1,Medium
EMP05030,Michael,Owens,Male,38,D014,Optometrist,Full-Time,19.4,2017-02-07,107163.95,17258.3,EMP05020,Jamesbury,United Arab Emirates,3.5,74,4.4,2,3,Active,89.1,81.14,62.24,62.87,26.8,85.12,23.79,4.5,1,0,Medium
EMP05031,Haley,Mills,Female,35,D018,Operational investment banker,Full-Time,14.9,2019-02-02,110241.56,1807.7,EMP05021,Kennedyfort,Tajikistan,3.6,49,3.7,6,1,Active,83.56,66.47,71.28,71.15,20.48,75.02,29.48,5.0,1,0,Low
EMP05032,Robert,Merritt,Male,37,D011,Firefighter,Full-Time,17.2,2022-10-21,106573.72,2943.97,EMP05022,West Kelsey,Mozambique,3.4,82,4.0,6,0,Active,84.29,58.15,65.67,75.81,23.22,71.22,19.94,4.9,0,0,Low
EMP05033,Samantha,Beard,Male,33,D020,Translator,Contract,13.8,2018-12-29,113596.26,4778.61,EMP05023,West Gary,Cook Islands,2.8,117,2.8,5,0,Exited,82.56,63.52,87.85,74.37,13.63,73.04,70.13,2.1,0,1,Low
EMP05034,Christina,Juarez,Female,41,D009,Animal technologist,Full-Time,22.9,2017-12-07,160965.25,14203.54,EMP05024,Kimberlyland,Papua New Guinea,2.4,109,2.2,11,1,Exited,92.78,85.59,88.3,88.22,6.74,89.19,74.07,1.3,1,1,Medium
EMP05035,Elizabeth,Barajas,Female,38,D013,Architect,Full-Time,17.9,2020-10-04,127099.08,18956.43,EMP05025,Port Amber,Cote d'Ivoire,2.3,113,2.6,2,0,Active,89.32,62.67,85.04,52.13,22.21,76.0,22.76,4.9,1,0,Medium
EMP05036,Patricia,Anderson,Female,47,D007,Animal nutritionist,Contract,23.4,2017-11-25,119628.41,18292.0,EMP05026,Bowmanville,Benin,2.9,16,3.3,14,0,Active,87.17,80.27,81.62,59.54,16.45,83.72,15.67,4.4,1,0,Medium
EMP05037,Rachel,Cohen,Male,39,D011,Gaffer,Full-Time,17.1,2016-10-20,100078.29,3667.69,EMP05027,Port Jill,Mali,4.1,76,3.5,12,3,Active,99.89,71.68,64.95,51.41,0.0,85.78,9.87,4.5,1,0,Low
EMP05038,Shawn,Allen,Male,29,D005,Marketing executive,Contract,4.1,2026-04-10,64800.01,10868.07,EMP05028,South Theresa,Israel,3.3,49,4.2,13,2,Active,38.26,54.25,59.42,76.58,63.25,46.25,22.42,3.2,0,0,Low
EMP05039,Brandon,Watson,Male,28,D018,"Engineer, mining",Full-Time,5.6,2023-09-05,86133.59,831.53,EMP05029,West Mary,Puerto Rico,3.5,119,4.0,2,0,Active,67.76,65.32,90.6,70.63,35.81,66.54,25.73,3.2,0,0,High
EMP05040,Madison,Jennings,Female,28,D020,"Therapist, art",Full-Time,9.8,2019-02-20,102674.06,4622.5,EMP05030,Westshire,Malaysia,3.6,6,3.9,7,0,Exited,63.83,71.7,60.64,64.48,26.0,67.76,98.34,1.7,0,1,Medium
EMP05041,Kelly,Miller,Female,49,D002,Sports therapist,Contract,20.5,2019-09-11,132108.86,24719.78,EMP05031,Donnahaven,Tajikistan,3.6,89,4.0,11,0,Active,85.77,88.58,71.94,62.0,18.7,87.18,23.19,3.7,1,0,Low
EMP05042,Barry,Ross,Non-Binary,29,D012,Adult nurse,Full-Time,11.0,2024-08-01,68612.62,9244.6,EMP05032,New Larryton,Dominican Republic,4.5,97,4.8,1,0,Active,81.8,65.26,59.37,35.57,26.89,73.53,12.79,3.2,0,0,Medium
EMP05043,Crystal,Smith,Female,32,D002,Government social research officer,Full-Time,15.2,2018-12-22,132208.18,26127.29,EMP05033,Mannville,Papua New Guinea,2.4,0,2.4,12,3,Exited,57.04,50.76,72.95,57.28,56.19,53.9,96.27,1.1,0,1,Medium
EMP05044,Jeremiah,Ray,Female,30,D002,Statistician,Full-Time,5.7,2025-07-25,98509.72,4486.63,EMP05034,Port Stephen,Myanmar,3.3,107,3.3,2,3,Active,58.29,59.54,94.43,84.68,38.89,58.91,19.85,4.0,0,0,Low
EMP05045,Edward,Miller,Female,34,D009,Speech and language therapist,Part-Time,9.4,2021-09-08,64037.22,11961.09,EMP05035,Stuarttown,Malta,4.2,115,3.0,1,0,Active,83.91,46.64,70.48,68.9,20.41,65.27,25.36,3.6,0,0,Medium
EMP05046,Dale,Jensen,Female,25,D007,Pensions consultant,Full-Time,5.2,2024-08-03,81234.94,10878.16,EMP05036,Robinside,Poland,3.3,52,3.8,6,3,Active,58.67,63.34,80.38,50.8,43.96,61.01,20.7,4.9,0,0,Medium
EMP05047,Teresa,Becker,Female,28,D012,Research scientist (life sciences),Contract,3.9,2023-08-05,96734.77,12671.17,EMP05037,Kennedyborough,Gibraltar,2.6,117,2.8,12,2,Active,58.95,61.73,58.81,71.12,47.4,60.34,5.7,4.8,0,0,Low
EMP05048,Christina,Hawkins,Male,40,D017,Diagnostic radiographer,Full-Time,14.5,2022-05-01,92724.41,10564.3,EMP05038,West Kylie,Morocco,1.9,29,2.5,5,2,Active,59.19,59.75,82.3,91.41,34.49,59.47,33.15,4.3,0,0,Low
EMP05049,Heather,Boyd,Female,41,D005,Interpreter,Full-Time,15.0,2024-02-22,120989.48,21904.22,EMP05039,Gordonview,Bahrain,3.2,49,2.9,5,3,Active,67.28,76.22,54.06,62.85,35.44,71.75,13.16,4.0,0,0,Low
EMP05050,Gregory,Smith,Male,41,D019,Civil Service administrator,Full-Time,15.8,2016-10-25,104411.4,15052.66,EMP05040,North Nicholasburgh,Tonga,3.7,109,3.5,9,2,Active,87.59,81.1,67.59,84.2,14.79,84.35,24.98,4.6,1,0,Low
EMP05051,Lucas,Park,Male,27,D013,Illustrator,Full-Time,6.0,2021-06-20,102514.76,10702.1,EMP05041,Stevefurt,Equatorial Guinea,4.9,90,5.0,2,2,Active,81.5,92.68,93.2,36.06,11.46,87.09,26.08,3.8,1,0,Medium
EMP05052,Nina,Ruiz,Female,34,D017,Administrator,Full-Time,16.1,2018-06-26,92198.16,15398.47,EMP05042,Sabrinaborough,Portugal,2.9,25,2.5,6,0,Exited,65.24,59.78,46.16,59.86,37.62,62.51,92.86,2.7,0,1,Low
EMP05053,Kathy,Holt,Female,30,D013,Teaching laboratory technician,Full-Time,9.8,2019-03-30,108634.98,519.51,EMP05043,Staffordland,Hungary,3.9,117,4.1,5,2,Exited,83.59,55.29,60.16,79.11,18.42,69.44,87.54,2.5,0,1,Medium
EMP05054,Troy,Chan,Male,39,D006,Mudlogger,Part-Time,15.4,2017-08-11,122710.15,13150.14,EMP05044,North Matthew,Niger,3.8,71,3.3,3,1,Active,82.89,89.11,68.52,100.0,21.88,86.0,39.76,3.8,1,0,Low
EMP05055,Gerald,Jennings,Male,48,D017,Clinical molecular geneticist,Full-Time,24.5,2017-02-19,132083.3,123.33,EMP05045,West Latashahaven,Ecuador,2.5,16,2.6,4,2,Active,71.11,78.95,50.36,77.04,26.05,75.03,9.72,3.2,1,0,Medium
EMP05056,Douglas,Tucker,Male,30,D020,Primary school teacher,Full-Time,7.5,2019-07-18,47595.85,1822.92,EMP05046,Lake Timothychester,Tonga,3.5,116,3.7,14,2,Exited,79.98,65.98,73.25,59.65,13.7,72.98,95.43,2.3,0,1,Medium
EMP05057,Travis,Villanueva,Male,35,D020,Arts development officer,Full-Time,16.0,2025-02-25,101528.44,14832.14,EMP05047,Stevenfort,India,3.4,4,2.5,1,1,Active,65.24,48.43,62.63,58.74,33.53,56.84,7.25,4.7,0,0,Medium
EMP05058,Paul,Richardson,Prefer not to say,45,D006,Systems analyst,Full-Time,22.2,2019-04-27,176213.38,23865.27,EMP05048,North Robertshire,Honduras,2.2,66,2.7,14,0,Exited,67.45,82.13,49.03,65.95,34.74,74.79,91.49,1.9,0,1,Medium
EMP05059,Jonathan,Williams,Female,42,D013,TEFL teacher,Full-Time,21.0,2016-10-10,138057.28,19420.64,EMP05049,Duartetown,Saint Helena,4.0,92,4.2,5,0,Active,100.0,78.94,83.78,67.92,2.07,89.47,37.32,3.0,1,0,Medium
EMP05060,Jeffrey,Mcdonald,Male,24,D002,Retail buyer,Full-Time,3.8,2023-05-03,68103.78,2118.15,EMP05050,Lake John,Rwanda,2.2,33,2.6,9,0,Active,35.83,55.98,92.32,75.84,62.93,45.91,34.93,3.3,0,0,Low
EMP05061,Shawn,Garcia,Male,38,D017,Product/process development scientist,Contract,16.8,2023-10-19,120626.46,13552.18,EMP05051,Martineztown,Iceland,2.6,119,2.4,12,4,Exited,91.27,67.95,90.95,81.94,11.13,79.61,96.42,1.6,1,1,Medium
EMP05062,Frank,Rush,Male,31,D012,"Engineer, materials",Full-Time,9.8,2024-04-26,92285.44,2553.42,EMP05052,Watsonbury,Djibouti,4.8,22,5.0,1,4,Active,63.77,100.0,73.21,54.38,40.22,81.89,31.38,4.8,1,0,High
EMP05063,Michael,Ruiz,Male,28,D009,"Buyer, retail",Full-Time,5.5,2026-01-07,88199.87,6238.19,EMP05053,East Lisaside,Myanmar,4.1,94,4.0,14,0,Active,69.51,81.31,96.47,71.9,37.04,75.41,27.53,4.9,1,0,Low
EMP05064,Keith,Mitchell,Female,44,D013,Research scientist (medical),Full-Time,17.4,2020-12-24,116855.25,23079.24,EMP05054,Sierraberg,Bangladesh,3.1,93,2.9,3,0,Active,83.67,78.22,40.96,63.7,26.01,80.95,20.14,3.7,1,0,Medium
EMP05065,Drew,Mitchell,Female,28,D019,"Administrator, education",Full-Time,6.7,2026-04-28,93296.74,11906.53,EMP05055,West Kenneth,Philippines,5.0,77,5.0,5,0,Active,72.44,100.0,81.02,81.64,33.95,86.22,8.85,3.8,1,0,Medium
EMP05066,Nicholas,Walker,Male,39,D020,Therapeutic radiographer,Full-Time,14.9,2025-02-16,109331.7,16988.76,EMP05056,West Debra,Mexico,4.5,51,4.2,11,4,Active,91.67,97.62,56.83,70.26,5.09,94.65,9.7,4.7,1,0,Medium
EMP05067,Nicholas,Proctor,Prefer not to say,27,D008,Retail banker,Full-Time,8.9,2021-10-18,89673.23,15313.39,EMP05057,East Briannatown,Morocco,3.4,31,4.4,1,4,Active,62.96,73.46,60.22,75.54,35.75,68.21,22.75,4.7,0,0,High
EMP05068,Luke,Riley,Female,36,D004,Commercial art gallery manager,Full-Time,10.8,2020-06-16,91684.13,2482.12,EMP05058,Michaelshire,Australia,4.0,73,3.1,11,0,Exited,79.26,68.97,50.68,87.88,17.95,74.12,95.85,1.8,0,1,Low
EMP05069,Lisa,Dennis,Female,23,D003,Occupational therapist,Full-Time,4.7,2023-10-19,73271.1,8758.47,EMP05059,Robinsonside,Armenia,2.9,11,2.9,6,2,Active,40.15,45.09,86.83,69.28,56.61,42.62,10.33,4.9,0,0,Medium
EMP05070,Brittany,Harper,Female,41,D004,Optometrist,Full-Time,17.7,2019-04-05,144123.66,21827.98,EMP05060,Marystad,Myanmar,4.2,68,2.9,12,3,Active,89.73,79.17,75.73,77.03,0.0,84.45,26.84,3.3,1,0,Medium
EMP05071,Debbie,Chavez,Male,42,D001,"Social research officer, government",Full-Time,20.2,2021-03-20,156024.57,4138.76,EMP05061,West Lisa,British Indian Ocean Territory (Chagos Archipelago),2.7,103,1.9,6,1,Exited,87.15,58.28,44.04,70.49,15.82,72.72,75.24,1.1,0,1,Low
EMP05072,Melissa,Hernandez,Female,40,D005,"Surveyor, mining",Full-Time,19.7,2018-02-26,135765.96,21820.61,EMP05062,West Melissaton,Macao,3.2,88,3.5,8,0,Active,85.75,87.52,87.32,78.03,9.77,86.63,11.23,4.3,1,0,Medium
EMP05073,James,Barr,Female,30,D020,"Civil engineer, contracting",Full-Time,9.8,2025-06-18,115606.98,14344.21,EMP05063,Marialand,Reunion,3.6,100,3.3,9,3,Active,71.63,81.74,59.92,51.82,23.81,76.68,15.76,3.7,1,0,High
EMP05074,James,Gutierrez,Female,37,D018,Environmental health practitioner,Full-Time,16.7,2023-01-06,103571.07,4616.79,EMP05064,Lake Raymondfurt,Afghanistan,1.5,103,1.4,6,3,Exited,65.4,66.59,73.23,67.83,43.43,66.0,79.99,2.9,0,1,Low
EMP05075,Jill,Santiago,Male,47,D006,Adult nurse,Full-Time,22.4,2018-09-20,140912.51,11470.79,EMP05065,Smithside,Tuvalu,3.1,92,3.5,12,1,Active,89.8,77.82,38.54,66.23,8.45,83.81,20.32,4.4,1,0,Medium
EMP05076,Heather,Murphy,Male,33,D009,Event organiser,Full-Time,12.9,2020-03-12,78506.68,4287.48,EMP05066,New Leslieburgh,Lesotho,3.8,10,3.7,5,4,Exited,63.97,71.67,77.29,60.92,39.66,67.82,82.21,2.1,0,1,Low
EMP05077,Lisa,Jones,Female,26,D008,Sports administrator,Contract,4.4,2023-05-28,72571.0,3829.47,EMP05067,Jasonhaven,Djibouti,3.7,52,4.4,8,4,Active,54.22,58.58,100.0,69.43,45.0,56.4,37.06,3.7,0,0,Medium
EMP05078,James,Johnson,Female,27,D005,Hospital pharmacist,Full-Time,9.4,2017-07-17,150214.11,6246.52,EMP05068,West Virginiahaven,Niue,4.4,88,4.5,3,2,Active,87.0,100.0,52.74,86.35,11.88,93.5,26.14,3.4,1,0,Medium
EMP05079,Kelly,Poole,Female,46,D018,Museum education officer,Full-Time,20.7,2020-04-25,126660.25,2093.67,EMP05069,East Eric,Central African Republic,3.2,16,2.4,4,2,Exited,77.56,63.62,69.75,60.3,23.84,70.59,70.88,2.3,0,1,High
EMP05080,Kevin,Buckley,Female,38,D006,Toxicologist,Full-Time,17.9,2023-04-07,118321.93,20879.55,EMP05070,Margaretton,Seychelles,2.1,80,1.5,10,1,Exited,65.84,62.56,46.44,56.66,29.86,64.2,91.47,1.1,0,1,Medium
EMP05081,Natalie,Williams,Male,45,D020,Clinical embryologist,Full-Time,21.9,2019-09-19,135392.57,19327.77,EMP05071,North Daniel,Bhutan,3.0,20,3.2,5,0,Active,84.7,76.32,76.9,59.64,18.18,80.51,16.38,4.1,1,0,Low
EMP05082,Martha,Harrison,Male,22,D003,Education administrator,Full-Time,4.5,2026-02-08,62428.5,2814.52,EMP05072,Powellton,Maldives,3.6,8,4.2,1,0,Active,44.26,69.95,87.03,84.18,58.51,57.1,27.86,4.7,0,0,High
EMP05083,Kevin,Ochoa,Female,37,D012,Stage manager,Full-Time,16.1,2017-11-26,151393.74,6681.17,EMP05073,Port Amber,Nauru,1.6,104,1.2,13,0,Exited,73.25,56.36,44.78,70.42,31.96,64.81,96.79,2.5,0,1,Low
EMP05084,Mary,Crawford,Prefer not to say,45,D002,Chief Operating Officer,Full-Time,17.0,2024-07-23,110054.44,18241.74,EMP05074,New Natalie,Sierra Leone,2.1,119,2.3,14,0,Exited,73.9,55.39,65.67,71.3,25.63,64.64,89.87,1.7,0,1,Low
EMP05085,Victor,Mclaughlin,Female,22,D015,Medical sales representative,Full-Time,3.5,2024-09-17,93865.71,102.07,EMP05075,West Christinafurt,Niue,3.0,1,2.4,13,2,Exited,38.71,35.45,50.28,74.43,56.49,37.08,94.76,1.1,0,1,Low
EMP05086,Carol,Johnson,Male,39,D013,Audiological scientist,Full-Time,16.1,2021-12-02,127959.5,9911.04,EMP05076,Pamelashire,Guinea,4.0,39,3.9,11,0,Active,80.52,83.6,72.34,80.91,20.07,82.06,11.25,3.5,1,0,Medium
EMP05087,Sandra,Thompson,Female,32,D002,Chiropractor,Full-Time,6.1,2023-06-26,117366.36,18678.07,EMP05077,Port Jenniferside,British Virgin Islands,3.6,57,3.2,11,0,Active,55.73,65.55,73.2,82.44,48.9,60.64,39.2,3.4,0,0,Medium
EMP05088,Alexander,Watson,Male,24,D019,Museum/gallery curator,Full-Time,3.9,2023-01-24,124953.63,2595.11,EMP05078,Port Savannahstad,Faroe Islands,2.8,95,3.1,8,1,Active,58.26,41.79,69.89,68.52,34.0,50.03,32.39,3.1,0,0,High
EMP05089,Steven,Hernandez,Male,39,D003,Forensic psychologist,Full-Time,9.2,2019-05-25,120139.29,5501.59,EMP05079,Emmaside,Norway,4.4,49,4.4,7,1,Exited,67.97,81.29,67.75,49.17,32.16,74.63,91.86,2.0,0,1,Medium
EMP05090,Linda,Ortega,Male,32,D011,"Journalist, magazine",Full-Time,12.7,2017-07-09,109054.0,1097.68,EMP05080,South Linda,United States Minor Outlying Islands,3.7,6,4.1,1,0,Exited,64.7,80.61,75.86,76.13,32.92,72.65,71.06,1.9,0,1,Medium
EMP05091,Alex,Cunningham,Female,30,D014,Games developer,Full-Time,8.7,2022-11-29,102575.16,16418.05,EMP05081,West Johnbury,Bahrain,3.8,61,4.1,14,0,Active,66.63,59.3,68.58,60.9,39.46,62.97,29.76,3.8,0,0,Medium
EMP05092,Neil,Martin,Female,23,D001,Osteopath,Full-Time,3.5,2023-10-23,86818.57,12118.9,EMP05082,South Paul,Nicaragua,3.0,38,3.3,12,2,Active,45.01,41.43,100.0,65.88,57.47,43.22,34.82,3.3,0,0,High
EMP05093,Felicia,Farmer,Male,45,D017,Musician,Full-Time,19.2,2019-11-27,129769.21,16149.86,EMP05083,Justinborough,Liechtenstein,4.3,52,5.0,1,2,Active,89.69,100.0,78.36,61.41,5.46,94.84,24.27,3.6,1,0,Medium
EMP05094,Katie,Sims,Female,27,D020,"Designer, exhibition/display",Part-Time,6.6,2021-03-08,81786.45,5331.68,EMP05084,Stevenport,Puerto Rico,3.5,37,3.3,14,2,Exited,56.17,53.12,39.07,53.9,48.76,54.65,90.18,1.6,0,1,Medium
EMP05095,Gabrielle,Warner,Male,39,D003,Merchant navy officer,Full-Time,20.4,2018-06-08,153874.7,25790.79,EMP05085,North Jesse,Costa Rica,1.6,18,1.8,14,4,Exited,61.89,59.43,87.46,69.87,44.98,60.66,97.71,1.8,0,1,Low
EMP05096,Charles,Williamson,Male,31,D018,Print production planner,Full-Time,16.8,2018-05-14,124889.05,20297.2,EMP05086,South Sherri,Fiji,3.3,100,3.2,6,2,Active,87.11,75.88,89.73,56.37,9.39,81.49,15.25,4.5,1,0,Medium
EMP05097,Katie,Johnson,Female,37,D009,Exhibition designer,Full-Time,15.5,2017-11-30,116728.24,2527.81,EMP05087,Kelleyview,United Arab Emirates,4.0,4,3.9,10,3,Active,81.81,92.28,60.62,62.05,10.01,87.05,32.18,4.9,1,0,Low
EMP05098,Lawrence,Smith,Male,27,D001,Clinical research associate,Full-Time,7.4,2022-10-05,102838.06,7239.53,EMP05088,Lauriechester,Tajikistan,3.2,12,3.6,9,4,Active,50.71,81.91,51.09,55.08,48.79,66.31,25.91,3.4,0,0,High
EMP05099,Kristin,Craig,Female,43,D008,"Designer, fashion/clothing",Full-Time,17.1,2022-04-19,112551.72,4993.06,EMP05089,North Katrinastad,Malta,3.5,73,3.1,4,1,Active,77.85,44.85,82.21,80.26,15.81,61.35,16.64,4.9,0,0,High
EMP05100,Shane,Harvey,Female,41,D012,Magazine journalist,Full-Time,21.9,2017-01-25,161675.72,6186.45,EMP05090,Hartland,India,4.4,118,4.2,6,2,Active,100.0,91.13,75.97,82.35,1.94,95.56,28.97,4.9,1,0,Medium
EMP05101,Jonathan,Blackwell,Female,30,D008,English as a foreign language teacher,Full-Time,11.0,2020-08-31,106290.4,8404.48,EMP05091,Morafurt,Antigua and Barbuda,4.6,108,4.2,2,3,Active,89.4,75.95,65.34,94.19,5.78,82.68,35.61,4.9,1,0,Medium
EMP05102,Jacqueline,Diaz,Male,38,D020,"Pharmacist, community",Full-Time,17.5,2021-05-23,111747.67,8095.78,EMP05092,Emilystad,Korea,3.2,54,3.5,7,3,Active,83.4,84.81,58.98,60.31,20.95,84.11,35.48,3.3,1,0,Medium
EMP05103,Hunter,Weber,Female,32,D004,Clinical cytogeneticist,Full-Time,10.7,2019-05-12,115096.31,1107.24,EMP05093,Dixonchester,Pitcairn Islands,2.5,16,3.6,4,2,Exited,45.43,64.38,87.14,59.87,61.51,54.91,86.15,2.2,0,1,High
EMP05104,Ronald,Morrison,Female,32,D005,Conference centre manager,Full-Time,14.1,2025-10-21,140740.99,21533.52,EMP05094,Johnsonland,Turkmenistan,3.8,68,4.7,8,3,Active,81.67,83.12,74.46,65.96,28.83,82.39,7.66,4.1,1,0,Medium
EMP05105,Diane,Adams,Female,33,D017,Prison officer,Full-Time,11.2,2018-05-27,122867.46,14098.65,EMP05095,Cantuburgh,Benin,3.0,85,2.2,8,3,Exited,68.75,35.39,60.62,58.02,35.49,52.07,76.15,2.3,0,1,High
EMP05106,Ernest,Murray,Female,41,D009,Operational researcher,Full-Time,16.1,2017-09-13,134261.56,23286.57,EMP05096,Castanedaport,Korea,3.2,28,3.7,5,4,Active,75.55,96.67,60.97,58.42,12.37,86.11,36.39,4.7,1,0,High
