candidate_id,requisition_id,first_name,last_name,experience_years,status
CAND07117,REQ04779,Kimberly,Oliver,5.5,Rejected
CAND07118,REQ16154,April,Hall,18.7,Rejected
CAND07119,REQ22605,Lisa,Walters,13.8,Interviewing
CAND07120,REQ15572,Laurie,Allen,16.6,Interviewing
CAND07121,REQ21915,Laura,Anderson,11.1,Offer Extended
CAND07122,REQ23708,Jessica,Norris,8.6,Rejected
CAND07123,REQ21735,Michael,Cruz,2.3,Rejected
CAND07124,REQ10576,Kirsten,Osborne,15.0,Interviewing
CAND07125,REQ05645,Kelly,Dawson,16.9,Rejected
CAND07126,REQ18518,Kimberly,Erickson,3.8,Rejected
CAND07127,REQ24828,Logan,Reyes,16.8,Rejected
CAND07128,REQ13200,Chelsey,Harris,7.9,Rejected
CAND07129,REQ04769,Richard,Gray,18.5,Interviewing
CAND07130,REQ09262,Richard,Stephens,13.5,Rejected
CAND07131,REQ19802,Elizabeth,Fletcher,2.3,Rejected
CAND07132,REQ10976,Sarah,Hill,3.7,Hired
CAND07133,REQ03263,Amanda,Vaughn,10.2,Rejected
CAND07134,REQ16808,Jenna,Baker,15.6,Rejected
CAND07135,REQ20138,David,Haas,8.8,Interviewing
CAND07136,REQ20310,Victor,Johnson,9.2,Rejected
CAND07137,REQ22705,Wendy,Hester,12.4,Rejected
CAND07138,REQ12159,Ryan,Swanson,17.0,Rejected
CAND07139,REQ21412,Emily,Taylor,1.8,Rejected
CAND07140,REQ11017,Erik,Sloan,2.7,Offer Extended
CAND07141,REQ00040,Courtney,Johnson,4.6,Rejected
CAND07142,REQ22416,Andrea,Flores,11.3,Interviewing
CAND07143,REQ08375,Thomas,Lin,19.7,Hired
CAND07144,REQ03633,Victor,Mcgee,18.7,Rejected
CAND07145,REQ24035,Nathaniel,Castillo,17.6,Rejected
CAND07146,REQ20305,Michael,White,5.3,Hired
CAND07147,REQ10434,Bruce,Zimmerman,4.1,Hired
CAND07148,REQ23372,Steven,Morgan,5.1,Rejected
CAND07149,REQ05641,Tina,Ford,1.2,Rejected
CAND07150,REQ24609,Krista,Williams,17.2,Rejected
CAND07151,REQ22655,Danielle,Howell,9.7,Rejected
CAND07152,REQ16760,Julia,Wallace,9.4,Rejected
CAND07153,REQ07814,Mallory,Moore,14.9,Rejected
CAND07154,REQ23206,Seth,Harrell,14.3,Rejected
CAND07155,REQ22301,Stephanie,Mitchell,5.5,Rejected
CAND07156,REQ02197,Jennifer,Holland,9.6,Hired
CAND07157,REQ05406,Connie,Sosa,19.1,Rejected
CAND07158,REQ11577,Julie,Richards,12.7,Rejected
CAND07159,REQ07344,Monique,Thompson,13.8,Rejected
CAND07160,REQ00087,Danielle,Moss,9.1,Interviewing
CAND07161,REQ14299,Steven,Flores,1.3,Rejected
CAND07162,REQ21831,Sheena,Hernandez,18.6,Rejected
CAND07163,REQ02471,Lisa,Patterson,2.3,Rejected
CAND07164,REQ08153,Alison,Swanson,4.9,Interviewing
CAND07165,REQ06373,Amy,Alvarez,11.6,Rejected
CAND07166,REQ03683,Cristina,Mason,15.4,Rejected
CAND07167,REQ14226,Tracey,Wilcox,14.6,Rejected
CAND07168,REQ08258,Heather,Thomas,6.9,Hired
CAND07169,REQ05021,Ashley,Barker,1.6,Rejected
CAND07170,REQ08708,Felicia,Haas,14.6,Rejected
CAND07171,REQ23662,Roberto,Cuevas,4.8,Rejected
CAND07172,REQ07428,Amanda,French,5.3,Rejected
CAND07173,REQ19839,Adam,Gill,10.1,Rejected
CAND07174,REQ16631,Andrew,Snyder,3.3,Rejected
CAND07175,REQ16280,Brett,Hicks,16.2,Rejected
CAND07176,REQ17557,Charles,Powell,19.8,Offer Extended
CAND07177,REQ23989,Stephanie,Washington,7.3,Rejected
CAND07178,REQ04777,Keith,Richardson,9.9,Rejected
CAND07179,REQ19531,Zachary,Bradford,14.9,Offer Extended
CAND07180,REQ03107,David,Fisher,12.2,Rejected
CAND07181,REQ23812,Thomas,Morrow,17.2,Interviewing
CAND07182,REQ10822,Rebecca,Campbell,2.1,Rejected
CAND07183,REQ01651,Ashley,Schroeder,3.1,Rejected
CAND07184,REQ20861,Ashley,Bauer,2.9,Rejected
CAND07185,REQ16630,Amanda,Martinez,2.1,Rejected
CAND07186,REQ02469,Leah,Conley,7.4,Interviewing
CAND07187,REQ19244,Michael,Jenkins,3.2,Interviewing
CAND07188,REQ03543,Michael,Aguilar,0.5,Rejected
CAND07189,REQ24753,Jesus,Wood,18.5,Rejected
CAND07190,REQ05648,James,Wilcox,1.8,Rejected
CAND07191,REQ05876,Tina,Garrison,15.6,Rejected
CAND07192,REQ19647,Nicholas,White,13.4,Rejected
CAND07193,REQ19639,Jeffrey,Parker,0.5,Rejected
CAND07194,REQ14113,Kenneth,Moore,6.9,Rejected
CAND07195,REQ13253,Lori,Elliott,3.5,Rejected
CAND07196,REQ14890,Christopher,Taylor,10.6,Rejected
CAND07197,REQ15225,Angela,Henry,16.1,Rejected
CAND07198,REQ04344,Rodney,Lewis,13.4,Rejected
CAND07199,REQ23654,Christina,Figueroa,1.3,Rejected
CAND07200,REQ23793,Karen,Norton,9.4,Rejected
CAND07201,REQ05761,Patrick,Wolfe,11.7,Hired
CAND07202,REQ10108,Christian,Patterson,9.5,Rejected
CAND07203,REQ15472,Kimberly,Reynolds,2.5,Rejected
CAND07204,REQ12041,Albert,Hunt,5.2,Rejected
CAND07205,REQ01811,Jordan,Chase,4.4,Offer Extended
CAND07206,REQ22385,William,Lutz,0.8,Hired
CAND07207,REQ04934,Rebecca,Moore,10.8,Interviewing
CAND07208,REQ14098,Phillip,Smith,14.5,Rejected
CAND07209,REQ19967,David,Morris,4.2,Rejected
CAND07210,REQ01562,Teresa,Sullivan,13.3,Rejected
CAND07211,REQ02610,Russell,Patel,3.5,Rejected
CAND07212,REQ08864,David,Ferguson,3.2,Rejected
CAND07213,REQ04898,John,Morgan,10.4,Interviewing
CAND07214,REQ10264,Patrick,Johnston,17.5,Interviewing
CAND07215,REQ20056,Daniel,Morris,10.5,Hired
CAND07216,REQ22182,Deborah,Garza,15.6,Hired
CAND07217,REQ04787,David,Oconnor,9.8,Offer Extended
CAND07218,REQ19984,Cathy,Cruz,16.8,Rejected
CAND07219,REQ09654,Adriana,Bennett,9.9,Interviewing
CAND07220,REQ24628,Mark,Bennett,4.4,Rejected
CAND07221,REQ22662,Paul,Pope,15.2,Interviewing
CAND07222,REQ23015,Virginia,Anderson,2.6,Rejected
CAND07223,REQ24038,Jennifer,Mercado,10.6,Hired
CAND07224,REQ15759,Nicholas,Hale,12.7,Rejected
CAND07225,REQ00957,Trevor,Townsend,5.9,Hired
CAND07226,REQ12389,Matthew,Garcia,19.3,Rejected
CAND07227,REQ16248,Kyle,Patterson,9.8,Offer Extended
CAND07228,REQ07234,Heather,Grant,3.0,Rejected
CAND07229,REQ08938,Kelly,Morris,16.8,Rejected
CAND07230,REQ13543,Kristin,Combs,4.6,Interviewing
CAND07231,REQ13344,Gina,Ortiz,1.4,Rejected
CAND07232,REQ07548,Jeffrey,Welch,16.1,Rejected
CAND07233,REQ00215,Christopher,Thompson,9.8,Rejected
CAND07234,REQ07950,Diana,Smith,5.0,Rejected
CAND07235,REQ21270,Rebekah,Marsh,9.9,Rejected
CAND07236,REQ22113,Jennifer,Richards,17.7,Rejected
CAND07237,REQ15983,Melanie,Griffin,3.2,Hired
CAND07238,REQ08891,Thomas,Malone,18.0,Interviewing
CAND07239,REQ03468,Carl,Huff,8.4,Interviewing
CAND07240,REQ11249,David,Owen,9.4,Rejected
CAND07241,REQ08002,Anthony,Lowery,9.5,Rejected
CAND07242,REQ07992,Robert,Ramos,2.0,Rejected
CAND07243,REQ21555,Robert,Rodriguez,18.3,Rejected
CAND07244,REQ19782,Carla,Powers,9.7,Interviewing
CAND07245,REQ22534,Kristine,Carey,19.1,Rejected
CAND07246,REQ17989,Jonathan,Greene,1.8,Rejected
CAND07247,REQ18102,Keith,Fitzgerald,15.3,Rejected
CAND07248,REQ04780,Joseph,Smith,15.1,Rejected
CAND07249,REQ23160,Danielle,Archer,16.8,Rejected
CAND07250,REQ22694,Jennifer,Reyes,18.7,Hired
CAND07251,REQ21980,Danielle,Bowman,2.3,Rejected
CAND07252,REQ10240,Suzanne,Barton,11.4,Rejected
CAND07253,REQ24830,Jenny,Zimmerman,7.7,Interviewing
CAND07254,REQ08712,Anthony,Parker,1.6,Rejected
CAND07255,REQ11208,Bryan,Coleman,13.8,Interviewing
CAND07256,REQ15018,Laurie,Davis,3.0,Rejected
CAND07257,REQ11492,Jack,Kelly,15.4,Rejected
CAND07258,REQ00524,Alexandra,Warner,0.4,Rejected
CAND07259,REQ10773,Brandon,Russell,18.7,Rejected
CAND07260,REQ02647,David,Sims,15.0,Rejected
CAND07261,REQ11272,Sheila,Sanchez,19.9,Rejected
CAND07262,REQ05915,Christian,Guzman,11.7,Rejected
CAND07263,REQ06989,Taylor,Carlson,14.5,Rejected
CAND07264,REQ02659,Monica,Dixon,1.8,Rejected
CAND07265,REQ19986,Melissa,Ochoa,13.8,Rejected
CAND07266,REQ02437,Joshua,Warner,2.0,Rejected
CAND07267,REQ11464,David,Sanchez,6.9,Hired
CAND07268,REQ15684,Christopher,Simon,7.2,Rejected
CAND07269,REQ10909,Mark,Allen,13.0,Rejected
CAND07270,REQ19791,Debbie,Bradley,14.6,Rejected
CAND07271,REQ03459,Paul,Johnson,16.9,Hired
CAND07272,REQ14791,Heather,Valdez,4.5,Rejected
CAND07273,REQ02305,Thomas,Johnson,5.8,Rejected
CAND07274,REQ04084,Travis,Mcclain,5.9,Interviewing
CAND07275,REQ24999,Glenn,Kennedy,3.1,Interviewing
CAND07276,REQ23213,Carl,Hill,14.3,Rejected
CAND07277,REQ06598,Shawn,Miller,12.9,Hired
CAND07278,REQ17608,Selena,Le,3.6,Interviewing
CAND07279,REQ09244,Brian,Collins,17.9,Interviewing
CAND07280,REQ01758,Robyn,Baker,9.0,Rejected
CAND07281,REQ15636,Brian,Barker,17.3,Rejected
CAND07282,REQ21146,Susan,Curtis,5.8,Rejected
CAND07283,REQ01826,Jerry,Mcmahon,6.2,Rejected
CAND07284,REQ18519,Nicholas,Rose,14.5,Rejected
CAND07285,REQ08420,Stephanie,Harris,14.9,Rejected
CAND07286,REQ20451,Kevin,Doyle,18.0,Rejected
CAND07287,REQ22680,Daniel,Walker,16.2,Rejected
CAND07288,REQ01039,Kevin,Gonzalez,18.7,Rejected
CAND07289,REQ23778,Chad,Jordan,6.1,Rejected
CAND07290,REQ13224,Roy,Barrett,17.2,Rejected
CAND07291,REQ04940,Michael,Mcintyre,7.1,Interviewing
CAND07292,REQ13583,Meredith,Curtis,12.3,Rejected
CAND07293,REQ18847,Scott,Smith,7.5,Rejected
CAND07294,REQ15106,Crystal,Brady,16.8,Rejected
CAND07295,REQ19926,Matthew,Martinez,5.2,Interviewing
CAND07296,REQ07809,David,Wilkerson,8.2,Interviewing
CAND07297,REQ05886,Gloria,Taylor,11.2,Rejected
CAND07298,REQ03492,Jordan,Kelley,5.1,Interviewing
CAND07299,REQ16344,Tracey,Rodriguez,18.8,Rejected
CAND07300,REQ12004,Jonathan,Parker,17.0,Rejected
CAND07301,REQ15893,George,Hess,16.3,Rejected
CAND07302,REQ05619,James,Sanchez,8.1,Rejected
CAND07303,REQ14172,Travis,Meyers,18.9,Rejected
CAND07304,REQ13133,Jennifer,Kim,11.7,Hired
CAND07305,REQ05887,Katie,Vincent,14.2,Rejected
CAND07306,REQ07599,Catherine,Gordon,8.5,Interviewing
CAND07307,REQ01802,Kimberly,Schmidt,6.7,Rejected
CAND07308,REQ00052,Kenneth,Bailey,16.6,Offer Extended
CAND07309,REQ01821,Micheal,Jones,15.6,Rejected
CAND07310,REQ21100,Nicholas,Reilly,7.8,Rejected
CAND07311,REQ10056,Thomas,Perez,9.7,Rejected
CAND07312,REQ21327,Sarah,Castro,9.0,Rejected
CAND07313,REQ05845,Miguel,Johnson,8.6,Rejected
CAND07314,REQ05132,William,Adams,9.4,Rejected
CAND07315,REQ04094,Kristen,Fernandez,3.2,Offer Extended
CAND07316,REQ03809,Michael,Navarro,6.2,Rejected
CAND07317,REQ09364,Sarah,Davis,13.6,Rejected
CAND07318,REQ05660,Jeanette,Cain,0.2,Rejected
CAND07319,REQ00721,Patricia,Butler,9.2,Rejected
CAND07320,REQ20537,Anthony,Green,12.6,Rejected
CAND07321,REQ09741,Bruce,Brown,7.9,Rejected
CAND07322,REQ05389,Jacqueline,Jacobs,7.9,Rejected
CAND07323,REQ08351,Laura,Martin,14.8,Rejected
CAND07324,REQ21888,Angela,Curry,4.9,Rejected
CAND07325,REQ04224,Lisa,Baker,8.2,Rejected
CAND07326,REQ03986,Jesse,Suarez,18.7,Interviewing
CAND07327,REQ13852,Mathew,Summers,9.6,Interviewing
CAND07328,REQ01846,Mark,Chambers,3.8,Offer Extended
CAND07329,REQ04919,Jessica,Haynes,10.5,Rejected
CAND07330,REQ11249,Monica,Galvan,12.6,Rejected
CAND07331,REQ12933,Timothy,Smith,17.7,Rejected
CAND07332,REQ03460,Leah,Jackson,16.5,Rejected
CAND07333,REQ07586,Denise,Jones,1.3,Rejected
CAND07334,REQ16709,Lauren,Hopkins,13.5,Rejected
CAND07335,REQ21443,Larry,Powell,12.3,Rejected
CAND07336,REQ19800,Aaron,Gomez,5.7,Rejected
CAND07337,REQ16823,Crystal,Gilbert,6.2,Rejected
CAND07338,REQ18641,Kathleen,Peterson,11.6,Rejected
CAND07339,REQ23524,Carrie,Jordan,8.7,Interviewing
CAND07340,REQ00467,Anna,Kemp,6.7,Rejected
CAND07341,REQ14692,David,Huff,9.0,Interviewing
CAND07342,REQ24784,Kevin,Smith,14.0,Hired
CAND07343,REQ12928,Patrick,Wallace,16.6,Rejected
CAND07344,REQ13743,Kelly,Rodriguez,16.7,Rejected
CAND07345,REQ15311,Nicole,Phillips,9.8,Rejected
CAND07346,REQ05005,Samuel,Mcknight,5.0,Rejected
CAND07347,REQ19992,Melissa,Webb,7.9,Rejected
CAND07348,REQ08623,Robert,Jensen,17.3,Interviewing
CAND07349,REQ23504,Jerry,Schwartz,3.2,Rejected
CAND07350,REQ04581,Andre,Robinson,3.3,Rejected
CAND07351,REQ22322,Jason,Flynn,6.4,Hired
CAND07352,REQ14755,Richard,Gross,12.4,Rejected
CAND07353,REQ13142,Stephanie,Thomas,17.9,Rejected
CAND07354,REQ19552,Scott,Wells,3.4,Rejected
CAND07355,REQ02931,Richard,Smith,13.3,Rejected
CAND07356,REQ09015,Shelby,Higgins,14.7,Rejected
CAND07357,REQ06592,Collin,Barrera,10.0,Rejected
CAND07358,REQ15426,Rachel,Snyder,9.3,Rejected
CAND07359,REQ09432,Christina,Horton,8.8,Rejected
CAND07360,REQ14451,Leah,Bird,3.3,Rejected
CAND07361,REQ00984,Darlene,Ewing,6.6,Rejected
CAND07362,REQ14604,Shannon,Sanders,10.7,Hired
CAND07363,REQ13724,Brooke,Hill,7.0,Rejected
CAND07364,REQ10540,Travis,Boyer,12.6,Rejected
CAND07365,REQ09164,Jennifer,Aguilar,16.3,Rejected
CAND07366,REQ08700,Donna,Moody,18.7,Interviewing
CAND07367,REQ05139,Denise,Rodriguez,17.4,Rejected
CAND07368,REQ01103,Diana,Schwartz,10.4,Rejected
CAND07369,REQ09597,Jennifer,Smith,14.6,Rejected
CAND07370,REQ19461,Anthony,Thomas,5.5,Interviewing
CAND07371,REQ21384,Derek,Ellison,17.8,Interviewing
CAND07372,REQ19995,Jason,Ortiz,6.0,Interviewing
CAND07373,REQ19066,Michelle,Dougherty,6.2,Rejected
CAND07374,REQ24566,Nathan,Shields,17.5,Rejected
CAND07375,REQ16450,Shane,Black,11.7,Interviewing
CAND07376,REQ22869,Daniel,Leonard,17.7,Hired
CAND07377,REQ07281,Kathy,Collins,4.1,Interviewing
CAND07378,REQ18509,Walter,Frey,8.9,Rejected
CAND07379,REQ00836,Scott,Anderson,3.4,Rejected
CAND07380,REQ14495,Amy,Knight,10.0,Rejected
CAND07381,REQ10384,Douglas,Hammond,3.5,Rejected
CAND07382,REQ17857,Jennifer,Hull,9.1,Rejected
CAND07383,REQ01988,John,Bates,0.1,Rejected
CAND07384,REQ06900,Danielle,Brady,8.4,Rejected
CAND07385,REQ13008,Michelle,Elliott,6.1,Rejected
CAND07386,REQ13122,John,Malone,12.6,Hired
CAND07387,REQ14605,Marvin,Rogers,14.1,Rejected
CAND07388,REQ13571,Timothy,Ward,7.6,Rejected
CAND07389,REQ05590,Martin,Estrada,1.9,Rejected
CAND07390,REQ20679,Heidi,Kennedy,5.0,Rejected
CAND07391,REQ13309,John,Davis,18.6,Rejected
CAND07392,REQ16158,David,Hawkins,12.1,Rejected
CAND07393,REQ00516,Bonnie,Wright,19.5,Rejected
CAND07394,REQ09778,Kristin,Brady,17.0,Rejected
CAND07395,REQ16271,William,Smith,0.3,Rejected
CAND07396,REQ03267,Joseph,King,4.7,Hired
CAND07397,REQ07462,Joshua,Rice,9.8,Rejected
CAND07398,REQ05036,Tony,Rowe,3.9,Interviewing
CAND07399,REQ02582,Miranda,Ritter,11.3,Rejected
CAND07400,REQ17551,Daniel,Brooks,13.5,Interviewing
CAND07401,REQ22574,Sarah,Perry,13.6,Rejected
CAND07402,REQ05695,Ethan,Peck,6.7,Rejected
CAND07403,REQ22441,Brian,Thompson,14.9,Hired
CAND07404,REQ01482,Patricia,Norris,5.7,Hired
CAND07405,REQ23939,Gregory,Nelson,2.0,Interviewing
CAND07406,REQ21208,Austin,Curry,1.4,Rejected
CAND07407,REQ15785,Kenneth,Ramsey,19.9,Rejected
CAND07408,REQ04699,John,Evans,8.4,Interviewing
CAND07409,REQ12983,Brian,Bryant,16.9,Rejected
CAND07410,REQ11712,Nicole,Sims,6.2,Rejected
CAND07411,REQ15715,Jaclyn,Hess,2.7,Interviewing
CAND07412,REQ15118,Jason,Stephens,6.5,Rejected
CAND07413,REQ03700,Tabitha,Young,17.4,Rejected
CAND07414,REQ13932,James,Palmer,7.4,Rejected
CAND07415,REQ10371,Jennifer,Carter,13.2,Hired
CAND07416,REQ20327,Frances,King,5.6,Rejected
CAND07417,REQ04108,Daniel,Robinson,4.0,Offer Extended
CAND07418,REQ18109,Edwin,Davis,9.9,Interviewing
CAND07419,REQ09419,Laura,Camacho,15.7,Interviewing
CAND07420,REQ07156,Edward,Gates,4.0,Rejected
CAND07421,REQ00848,Pamela,Lindsey,17.4,Hired
CAND07422,REQ20700,Kathryn,Morris,4.3,Rejected
CAND07423,REQ05898,Taylor,Grant,18.7,Rejected
CAND07424,REQ18660,Peter,Allen,16.8,Hired
CAND07425,REQ01616,Patricia,Johnson,17.5,Rejected
CAND07426,REQ22943,Jasmin,Fernandez,7.1,Interviewing
CAND07427,REQ15170,Joanna,Thomas,4.9,Rejected
CAND07428,REQ09454,Garrett,Bonilla,2.2,Rejected
CAND07429,REQ17078,Jesse,Jones,1.4,Rejected
CAND07430,REQ13579,Anita,Stevenson,10.7,Rejected
CAND07431,REQ11305,Luke,Smith,6.0,Hired
CAND07432,REQ22263,Benjamin,Santos,8.7,Rejected
CAND07433,REQ02048,William,Figueroa,14.0,Rejected
CAND07434,REQ04573,Michael,Reyes,15.1,Offer Extended
CAND07435,REQ21906,Andrew,Turner,19.0,Rejected
CAND07436,REQ15356,Erika,Carter,17.0,Interviewing
CAND07437,REQ03898,Omar,Graham,14.6,Rejected
CAND07438,REQ05358,Paige,Koch,2.4,Rejected
CAND07439,REQ10393,Renee,White,3.9,Rejected
CAND07440,REQ04924,Tiffany,Hernandez,9.2,Rejected
CAND07441,REQ13414,Richard,Sandoval,14.0,Rejected
CAND07442,REQ06935,Steven,Russell,6.9,Rejected
CAND07443,REQ09230,Anthony,Alvarez,17.2,Rejected
CAND07444,REQ00474,Jason,Williams,13.6,Rejected
CAND07445,REQ22652,Aaron,Aguirre,12.1,Rejected
CAND07446,REQ22613,Lori,Jackson,5.9,Hired
CAND07447,REQ17261,Audrey,White,12.9,Hired
CAND07448,REQ02833,Richard,Jones,9.7,Interviewing
CAND07449,REQ11443,Ricardo,Green,17.7,Hired
CAND07450,REQ15842,Jody,Martin,19.1,Rejected
CAND07451,REQ15882,Katherine,Cain,9.1,Rejected
CAND07452,REQ00536,Meghan,Davis,10.8,Rejected
CAND07453,REQ18387,James,Cook,18.8,Interviewing
CAND07454,REQ21799,Melinda,Bryant,4.6,Hired
CAND07455,REQ19427,Jennifer,Nelson,9.7,Rejected
CAND07456,REQ14805,Alexander,Ferrell,12.8,Rejected
CAND07457,REQ04279,Tammy,Park,6.0,Rejected
CAND07458,REQ12763,Catherine,Carpenter,11.3,Rejected
CAND07459,REQ13049,Karen,Jones,16.8,Rejected
CAND07460,REQ19249,Edward,Barnes,15.6,Rejected
CAND07461,REQ13860,Hannah,Gibson,6.9,Interviewing
CAND07462,REQ13720,Cody,Williams,14.5,Rejected
CAND07463,REQ15419,Michael,Cole,9.4,Rejected
CAND07464,REQ04037,Angela,Smith,11.4,Hired
CAND07465,REQ24669,Jamie,Ashley,7.7,Hired
CAND07466,REQ21921,Tina,Hall,4.4,Rejected
CAND07467,REQ05883,Shawn,Mullen,10.0,Interviewing
CAND07468,REQ12947,Andrew,Smith,7.3,Rejected
CAND07469,REQ17701,Jodi,Glover,1.4,Offer Extended
CAND07470,REQ05445,Jamie,Bell,1.1,Rejected
CAND07471,REQ16599,David,Jones,16.9,Rejected
CAND07472,REQ24256,Brandon,Watson,0.2,Rejected
CAND07473,REQ22901,Robert,Parker,9.4,Rejected
CAND07474,REQ12357,Jay,Hoffman,1.1,Rejected
CAND07475,REQ23084,Trevor,Vaughn,19.7,Rejected
CAND07476,REQ19033,Jennifer,Lewis,3.9,Rejected
CAND07477,REQ24061,Robert,Mueller,16.9,Rejected
CAND07478,REQ03150,Deborah,Beck,6.7,Rejected
CAND07479,REQ12537,Jacob,Carson,20.0,Rejected
CAND07480,REQ13798,William,Morse,5.8,Rejected
CAND07481,REQ22050,Michael,Gross,11.6,Interviewing
CAND07482,REQ23889,James,Adkins,15.3,Rejected
CAND07483,REQ10560,Justin,Wright,12.0,Rejected
CAND07484,REQ07535,Lori,Gamble,13.6,Rejected
CAND07485,REQ22278,Alan,Clark,3.8,Hired
CAND07486,REQ21121,Lisa,Lane,15.6,Hired
CAND07487,REQ22700,Aaron,Taylor,16.5,Interviewing
CAND07488,REQ17195,Timothy,Ray,1.2,Rejected
CAND07489,REQ14898,Christopher,Rogers,11.8,Rejected
CAND07490,REQ01139,Lisa,Garcia,11.6,Hired
CAND07491,REQ11968,Julia,Brown,0.3,Rejected
CAND07492,REQ01385,Robert,Delacruz,17.6,Rejected
CAND07493,REQ23873,Ronald,Cook,19.5,Rejected
CAND07494,REQ22294,Julie,James,16.1,Offer Extended
CAND07495,REQ05926,Jesse,Carlson,2.1,Rejected
CAND07496,REQ14209,Matthew,Barnett,2.8,Interviewing
CAND07497,REQ15776,David,Grimes,6.0,Rejected
CAND07498,REQ11989,Michelle,Byrd,7.9,Interviewing
CAND07499,REQ19155,Jennifer,Jones,3.5,Rejected
CAND07500,REQ05882,John,Cox,8.0,Rejected
CAND07501,REQ20786,Kenneth,Douglas,16.8,Rejected
CAND07502,REQ06289,Andrew,Shaffer,10.4,Offer Extended
CAND07503,REQ11316,Melissa,Schwartz,0.8,Rejected
CAND07504,REQ16985,Rachael,Garcia,18.8,Rejected
CAND07505,REQ20893,Emily,Nicholson,12.8,Rejected
CAND07506,REQ00646,Anne,Dunn,4.1,Interviewing
CAND07507,REQ22431,Nicholas,Larson,15.2,Rejected
CAND07508,REQ12140,Linda,Miller,17.6,Interviewing
CAND07509,REQ22857,Alejandro,Avila,14.7,Hired
CAND07510,REQ01202,Alexandra,Howard,2.0,Rejected
CAND07511,REQ00052,Michael,Spence,1.6,Interviewing
CAND07512,REQ14941,Michael,Allen,1.5,Offer Extended
CAND07513,REQ14273,Travis,Jones,16.1,Hired
CAND07514,REQ01045,Jose,Phillips,2.3,Hired
CAND07515,REQ15917,Barbara,Farmer,1.8,Interviewing
CAND07516,REQ09849,Vicki,Gonzalez,6.1,Rejected
CAND07517,REQ19878,Charles,Lane,18.7,Rejected
CAND07518,REQ17760,Rebecca,Good,15.4,Hired
CAND07519,REQ03393,Jamie,Jones,6.3,Hired
CAND07520,REQ15395,Alex,Burton,5.2,Rejected
CAND07521,REQ20473,Steven,Herrera,5.0,Rejected
CAND07522,REQ20302,Sabrina,Garrett,1.0,Rejected
CAND07523,REQ00115,Lisa,Johnson,2.2,Rejected
CAND07524,REQ09948,Lisa,Knight,14.5,Rejected
CAND07525,REQ10897,Connie,Sherman,14.8,Interviewing
CAND07526,REQ08470,Jeremiah,Rios,17.6,Rejected
CAND07527,REQ02276,Scott,Jones,0.5,Offer Extended
CAND07528,REQ11181,Jason,Torres,18.4,Rejected
CAND07529,REQ05491,Emily,Ellis,12.9,Interviewing
CAND07530,REQ05520,Lori,Juarez,14.4,Rejected
CAND07531,REQ11587,Bryan,Wright,1.3,Interviewing
CAND07532,REQ15112,Michelle,Gonzalez,5.1,Rejected
CAND07533,REQ16043,Jennifer,Mason,11.1,Rejected
CAND07534,REQ01363,Mark,Cruz,11.2,Rejected
CAND07535,REQ17899,Jeremy,Murphy,7.9,Hired
CAND07536,REQ09398,Corey,Adams,6.4,Rejected
CAND07537,REQ14448,Mary,Harvey,19.9,Offer Extended
CAND07538,REQ04602,Elizabeth,Mann,10.8,Hired
CAND07539,REQ19148,Matthew,Welch,14.3,Rejected
CAND07540,REQ23052,Bryan,Lee,14.0,Rejected
CAND07541,REQ09865,Troy,Wilson,15.4,Rejected
CAND07542,REQ03975,Debra,Roberson,19.9,Rejected
CAND07543,REQ23768,Holly,Silva,18.4,Rejected
CAND07544,REQ21847,Susan,Castillo,19.5,Rejected
CAND07545,REQ04861,Amanda,Adams,16.6,Hired
CAND07546,REQ09138,Rachel,Smith,9.9,Interviewing
CAND07547,REQ17238,Paula,Boyle,4.9,Rejected
CAND07548,REQ18597,Mikayla,Brown,16.2,Rejected
CAND07549,REQ21518,Michelle,Bauer,16.0,Rejected
CAND07550,REQ07248,Hannah,Stephenson,3.6,Rejected
CAND07551,REQ08140,Stacy,Welch,4.8,Rejected
CAND07552,REQ24680,David,Thomas,2.7,Rejected
CAND07553,REQ23077,Antonio,Hess,4.0,Rejected
CAND07554,REQ10333,Lauren,Brown,2.7,Rejected
CAND07555,REQ09888,Kenneth,Murphy,9.4,Rejected
CAND07556,REQ13592,Jennifer,Lucas,16.6,Rejected
CAND07557,REQ12540,David,Burns,16.7,Hired
CAND07558,REQ15622,Samantha,Irwin,17.4,Rejected
CAND07559,REQ21056,Catherine,Petty,17.8,Rejected
CAND07560,REQ23283,Nicole,Mason,13.2,Rejected
CAND07561,REQ24800,Nicole,Bailey,10.6,Rejected
CAND07562,REQ16619,Sabrina,Johnson,17.6,Rejected
CAND07563,REQ22909,Alexander,Anderson,2.1,Rejected
CAND07564,REQ05006,Angela,Durham,12.3,Rejected
CAND07565,REQ19222,Julia,Nguyen,1.5,Rejected
CAND07566,REQ15582,John,Fuller,10.4,Rejected
CAND07567,REQ05401,Erica,Jimenez,11.8,Rejected
CAND07568,REQ09334,Laura,Escobar,1.4,Rejected
CAND07569,REQ06064,Michael,Webb,3.1,Rejected
CAND07570,REQ03658,Stephen,Rose,4.1,Rejected
CAND07571,REQ13204,Deborah,Adams,11.8,Hired
CAND07572,REQ05322,Andrew,Clark,2.7,Rejected
CAND07573,REQ15935,Erin,Gordon,1.3,Rejected
CAND07574,REQ06503,Michelle,Reyes,8.2,Offer Extended
CAND07575,REQ03809,Karl,Terry,15.2,Rejected
CAND07576,REQ05945,Larry,Barnes,3.0,Interviewing
